,Country,Code,Year,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent,country_code,region,life_expect,life_exp60,adult_mortality,infant_mort,age1-4mort,alcohol,bmi,age5-19thinness,age5-19obesity,hepatitis,measles,polio,diphtheria,basic_water,doctors,hospitals,gni_capita,gghe-d,che_gdp,une_pop,une_infant,une_life,une_hiv,une_gni,une_poverty,une_edu_spend,une_literacy,une_school,Region,Hemisphere,HappinessScore,HDI,GDP_PerCapita,Beer_PerCapita,Spirit_PerCapita,Wine_PerCapita,Alcohol_PerCapita
291,New Zealand,NZL,2015,10.44,41086.1153,4614527,Oceania,NZL,Western Pacific,82.02245,25.07302,66.67725,0.00408,0.00022,8.68163,28,0.3,16,92,93,92,92,100,32.961,,,6.96766,9.32831,4614.532,4.9,81.45683,0.1,36210,,6.34016,,13.25417,Australia and New Zealand,south,7.334,915,40.332,2.5375,0.9875,2.1875,5.7125
292,Nicaragua,NIC,2000,5.05,3968.892933,5069310,,NIC,Americas,69.67291,19.90186,196.9236,0.033285,0.002,3.57678,25.8,2.3,5.4,83,86,85,83,81.21711,,,2620,2.5781,5.23884,5069.302,29.9,69.527,0.1,2610,,3.0016,,,Latin America and Caribbean,north,5.992,657,2.144,0.975,1.475,0.0125,2.4625
293,Nicaragua,NIC,2005,5.3,4320.750321,5438692,,NIC,Americas,71.82127,20.97298,179.0937,0.02693,0.00137,3.64706,26.3,2,6.8,86,96,87,86,81.21172,4.996,,3270,2.68852,6.07599,5438.69,22.3,71.195,0.2,3230,8.3,,78.00298,,Latin America and Caribbean,north,5.992,657,2.144,0.975,1.475,0.0125,2.4625
294,Nicaragua,NIC,2010,4.79,4611.785692,5824058,,NIC,Americas,73.85847,21.88568,160.0964,0.0206,0.00099,3.34848,26.7,1.9,8.4,98,99,99,98,81.32428,7.278,,3800,2.95297,7.04934,5824.065,17.5,72.428,0.2,3780,,4.48423,,,Latin America and Caribbean,north,5.992,657,2.144,0.975,1.475,0.0125,2.4625
295,Nicaragua,NIC,2015,5.03,5630.405738,6223234,North America,NIC,Americas,75.24674,22.65489,147.9258,0.017815,0.000765,3.72994,27.2,1.8,10.4,98,99,99,98,81.47354,9.312,,,4.44836,8.00149,6223.24,16.1,73.649,0.2,5030,,4.07843,82.61455,,Latin America and Caribbean,north,5.992,657,2.144,0.975,1.475,0.0125,2.4625
296,Niger,NER,2000,0.23,933.3463759,11331561,,NER,Africa,48.20041,15.00829,292.7285,0.106585,0.039095,0.09214,20.8,13,0.3,,37,41,34,35.66065,,,610,1.53187,7.19838,11331.557,97.4,49.928,0.6,600,,3.18947,,,Sub-Saharan Africa,north,3.856,351,368,0.0375,0.025,0.0125,0.075
297,Niger,NER,2005,0.25,961.5398882,13624474,,NER,Africa,52.06905,15.11722,284.8103,0.08613,0.026935,0.09578,21.2,12,0.5,,47,46,45,40.37357,,,700,2.48985,8.19813,13624.467,79,53.411,0.6,680,74.9,,28.67242,,Sub-Saharan Africa,north,3.856,351,368,0.0375,0.025,0.0125,0.075
298,Niger,NER,2010,0.31,1036.904305,16464025,,NER,Africa,56.29548,15.60557,269.0443,0.06664,0.017095,0.10857,21.5,10.9,0.8,70,67,75,70,44.70282,,,820,1.79493,6.86888,16464.025,62.1,57.333,0.4,790,,3.73334,,,Sub-Saharan Africa,north,3.856,351,368,0.0375,0.025,0.0125,0.075
299,Niger,NER,2015,0.55,1132.331205,20001663,Africa,NER,Africa,59.23777,16.1431,257.045,0.0554,0.01176,0.128,21.8,9.8,1.3,84,85,83,84,48.72227,0.472,,,1.48386,7.13803,20001.663,52,60.631,0.3,940,,6.01732,,,Sub-Saharan Africa,north,3.856,351,368,0.0375,0.025,0.0125,0.075
300,Nigeria,NGA,2000,12.5,2977.041475,122283853,,NGA,Africa,47.3494,13.03923,407.4989,0.12374,0.022325,11.46517,22.3,14.6,0.4,,33,31,29,48.151,,,1940,0.58559,3.19738,122283.85,110.9,46.267,1.8,2230,,,,,Sub-Saharan Africa,north,4.875,530,2.176,0.525,0.0625,0.025,0.6125
301,Nigeria,NGA,2005,12.51,3997.439751,138865014,,NGA,Africa,49.52652,13.10129,402.3141,0.10423,0.01773,11.24248,22.7,13.2,0.7,18,41,45,36,54.86056,2.824,,3240,1.14133,4.46592,138865.016,95.6,48.252,1.7,3390,,,,,Sub-Saharan Africa,north,4.875,530,2.176,0.525,0.0625,0.025,0.6125
302,Nigeria,NGA,2010,11.72,4932.3348,158503203,,NGA,Africa,52.36585,13.53505,377.6245,0.087475,0.013655,10.40192,23,11.6,1.2,49,56,54,54,61.80702,,,4750,0.44847,3.29653,158503.197,84.1,50.896,1.6,4710,,,,,Sub-Saharan Africa,north,4.875,530,2.176,0.525,0.0625,0.025,0.6125
303,Nigeria,NGA,2015,10.81,5514.770273,181137454,Africa,NGA,Africa,54.78326,13.86302,355.4256,0.072655,0.01079,7.83329,23.2,10,1.8,42,42,42,42,68.66927,,,,0.58908,3.58195,181137.448,78.7,53.112,1.6,5910,,,,,Sub-Saharan Africa,north,4.875,530,2.176,0.525,0.0625,0.025,0.6125
304,Norway,NOR,2000,7.95,57127.39975,4499375,,NOR,Europe,78.75834,22.17192,84.35368,0.00364,0.00026,5.67,25.6,0.8,6.4,,88,91,90,100,,,35690,6.29696,7.70907,4499.367,3.9,78.63415,0.1,36470,,6.46468,,,Western Europe,north,7.498,951,70.89,2.1125,0.8875,1.6125,4.6125
305,Norway,NOR,2005,8.87,61870.38379,4632359,,NOR,Europe,80.27078,23.22033,71.89481,0.003245,0.0002,6.37,26,0.7,7.3,,90,91,91,100,22.96,,48160,6.92046,8.33277,4632.364,3.3,80.04146,0.1,48300,0.2,6.86868,,12.49289,Western Europe,north,7.498,951,70.89,2.1125,0.8875,1.6125,4.6125
306,Norway,NOR,2010,8.94,61353.49639,4885878,,NOR,Europe,81.05489,23.72356,65.03664,0.002755,0.000145,6.59,26.4,0.7,8,,93,93,93,100,24.949,,58420,7.53468,8.89777,4885.878,2.6,80.99756,0.1,58580,,6.74046,,12.78821,Western Europe,north,7.498,951,70.89,2.1125,0.8875,1.6125,4.6125
307,Norway,NOR,2015,7.52,62987.53586,5199827,Europe,NOR,Europe,82.32867,24.51173,53.66254,0.00211,0.00011,5.97,26.6,0.7,8.9,,95,95,95,100,26.474,,,8.64458,10.10889,5199.836,2.2,82.30488,0.1,63030,0.2,7.55247,,12.84797,Western Europe,north,7.498,951,70.89,2.1125,0.8875,1.6125,4.6125
308,Panama,PAN,2000,5.48,14507.79597,3030333,,PAN,Americas,75.81127,22.62105,119.6115,0.021695,0.00105,5.07632,25.6,2.4,5.3,,97,99,98,88.22871,,,7480,4.74636,7.04725,3030.328,21.8,75.06,0.6,8120,12.4,4.75969,91.89962,7.9634,Latin America and Caribbean,north,6.701,785,14.333,3.5625,1.3,0.225,5.0875
309,Panama,PAN,2005,5.49,16301.51593,3330222,,PAN,Americas,76.04991,22.42326,115.9543,0.020015,0.00086,4.89555,26.1,2.1,6.9,92,99,88,92,91.10811,13.477,,9220,3.8827,6.19658,3330.217,19.5,75.892,0.8,9990,10,,,,Latin America and Caribbean,north,6.701,785,14.333,3.5625,1.3,0.225,5.0875
310,Panama,PAN,2010,6.84,21343.30499,3642691,,PAN,Americas,76.68045,23.04491,116.9551,0.016855,0.000745,6.15617,26.5,2,8.4,94,97,95,94,93.26257,14.058,,15350,4.77656,7.17164,3642.687,17,76.792,0.8,13910,4.5,,94.09412,9.29241,Latin America and Caribbean,north,6.701,785,14.333,3.5625,1.3,0.225,5.0875
311,Panama,PAN,2015,7.71,28431.08242,3968490,North America,PAN,Americas,77.87404,23.89017,111.9397,0.014435,0.00061,6.92319,26.8,1.9,10.1,73,93,72,73,95.49435,,,,4.25106,6.80787,3968.487,14.5,77.776,0.9,20040,2,,,,Latin America and Caribbean,north,6.701,785,14.333,3.5625,1.3,0.225,5.0875
312,Paraguay,PRY,2000,6.38,8530.20799,5323202,,PRY,Americas,71.06266,19.86695,171.4823,0.027665,0.00153,5.64014,24.9,2.5,4.5,,92,86,86,75.35586,,,4140,2.32489,5.50298,5323.201,27.9,70.546,0.5,5550,,4.23021,,,Latin America and Caribbean,south,5.538,702,4.078,2.6625,1.4625,0.925,5.05
313,Paraguay,PRY,2005,6.66,8570.094465,5824095,,PRY,Americas,72.05003,20.44699,163.5345,0.02586,0.00122,5.50551,25.5,2.3,6.1,92,91,96,96,83.27942,,,4510,1.58579,4.08304,5824.096,25,71.667,0.6,6230,6.1,,,7.35234,Latin America and Caribbean,south,5.538,702,4.078,2.6625,1.4625,0.925,5.05
314,Paraguay,PRY,2010,7.58,10415.65644,6248017,,PRY,Americas,73.35446,20.84272,151.7251,0.019985,0.00096,6.28585,26,2.1,7.9,91,93,89,91,90.48124,,,6390,2.13286,4.6249,6248.02,21.9,72.653,0.5,9090,5.5,2.77294,93.87092,,Latin America and Caribbean,south,5.538,702,4.078,2.6625,1.4625,0.925,5.05
315,Paraguay,PRY,2015,7.26,11828.14013,6688746,South America,PRY,Americas,74.07462,21.19737,145.8229,0.018465,0.000775,5.62074,26.6,2,10.1,92,78,93,92,97.25714,,,,3.16071,6.74699,6688.746,18.9,73.662,0.5,11360,1.9,,95.55484,8.58692,Latin America and Caribbean,south,5.538,702,4.078,2.6625,1.4625,0.925,5.05
316,Peru,PER,2000,6.54,6422.480568,26459944,,PER,Americas,71.25698,19.78685,154.7635,0.030745,0.002365,4.75809,25,1.5,4.4,,97,93,98,80.67446,,,5000,2.28551,4.54743,26459.944,29.6,71.111,0.5,5000,16.3,3.22803,,,Latin America and Caribbean,both,5.743,748,6.031,2.0375,2,0.2625,4.3
317,Peru,PER,2005,6.99,7519.029069,27866140,,PER,Americas,73.21677,20.48296,143.0021,0.02092,0.00159,4.64957,25.5,1.3,5.3,94,77,66,77,84.15794,,,6290,2.45497,4.54121,27866.145,20.7,72.908,0.4,6290,15.3,2.83903,87.90867,8.12389,Latin America and Caribbean,both,5.743,748,6.031,2.0375,2,0.2625,4.3
318,Peru,PER,2010,7.69,10066.46757,29027680,,PER,Americas,74.56348,21.01092,132.1755,0.0161,0.00119,5.13196,26,1.2,6.3,93,94,92,93,87.23428,,,9330,2.43242,4.72415,29027.674,15.6,74.41,0.3,9140,5.5,2.8673,,9.1244,Latin America and Caribbean,both,5.743,748,6.031,2.0375,2,0.2625,4.3
319,Peru,PER,2015,6.63,12110.2669,30470739,South America,PER,Americas,75.63496,21.51001,125.46,0.012355,0.00092,5.30113,26.5,1.1,7.5,90,92,88,90,90.03873,,,,3.11211,5.02586,30470.734,12.5,75.792,0.3,12500,3.6,3.9703,94.16234,9.08603,Latin America and Caribbean,both,5.743,748,6.031,2.0375,2,0.2625,4.3
320,Philippines,PHL,2000,6.06,4453.756672,77991757,,PHL,Western Pacific,66.87355,16.56629,212.9295,0.03066,0.00254,4.71513,22.2,9.9,1.6,7,78,74,78,85.60159,12.185,,3950,1.40069,3.15482,77991.755,28.8,68.793,0.1,3940,13.9,3.26766,92.60006,7.70076,Southeastern Asia,north,5.279,696,2.951,0.8875,2.325,0.0125,3.225
321,Philippines,PHL,2005,5.67,5054.238933,86326251,,PHL,Western Pacific,67.14453,16.44839,216.943,0.02737,0.002145,4.19326,22.5,9.9,2.2,49,92,90,89,87.77605,12.289,,5390,1.291,3.90042,86326.25,26.6,69.112,0.1,5050,,2.42629,,,Southeastern Asia,north,5.279,696,2.951,0.8875,2.325,0.0125,3.225
322,Philippines,PHL,2010,6.98,5918.373229,93966784,,PHL,Western Pacific,68.28639,17.1307,203.1458,0.025505,0.00188,4.74128,22.7,9.9,3,77,80,78,79,90.10411,12.717,,7340,1.37588,4.31276,93966.78,25,69.823,0.1,6590,,,,8.91674,Southeastern Asia,north,5.279,696,2.951,0.8875,2.325,0.0125,3.225
323,Philippines,PHL,2015,6.7,7300.13621,102113206,Asia,PHL,Western Pacific,69.18646,17.53448,194.9919,0.02237,0.00152,4.52363,23.1,9.9,4.1,60,82,79,60,92.57983,,,,1.36068,4.32137,102113.212,23.7,70.644,0.1,8850,6.1,,98.18255,,Southeastern Asia,north,5.279,696,2.951,0.8875,2.325,0.0125,3.225
324,Poland,POL,2000,9.17,16257.64588,38556699,,POL,Europe,73.7358,19.19308,152.238,0.00814,0.00032,8.40411,25.4,2.7,3.6,99,97,98,98,,22.053,,10540,3.61404,5.29817,38556.693,8.1,73.74878,,10610,,4.9936,,,Central and Eastern Europe,north,5.835,860,12.415,4.2875,2.6875,0.7,7.675
325,Poland,POL,2005,10.6,18937.47515,38368957,,POL,Europe,75.04508,20.19739,143.5583,0.006335,0.00026,9.07429,25.7,2.4,4.7,98,98,99,99,97.05984,21.267,,13470,3.97933,5.80725,38368.949,6.5,74.99512,,13650,1,5.42609,,,Central and Eastern Europe,north,5.835,860,12.415,4.2875,2.6875,0.7,7.675
326,Poland,POL,2010,11.21,23996.13978,38329784,,POL,Europe,76.2559,20.96624,131.1945,0.005015,0.000225,10.07045,26.1,2.2,6.3,98,98,96,99,97.36887,21.707,,19560,4.58002,6.41909,38329.781,5.1,76.24634,,20290,0.2,5.06843,,12.15227,Central and Eastern Europe,north,5.835,860,12.415,4.2875,2.6875,0.7,7.675
327,Poland,POL,2015,11.63,27797.05842,38034076,Europe,POL,Europe,77.37103,21.53917,114.7604,0.00415,0.00019,10.46922,26.6,2,8.6,96,96,92,98,99.04427,23.252,,,4.43583,6.39791,38034.079,4.2,77.45122,,25880,0.5,4.81231,,,Central and Eastern Europe,north,5.835,860,12.415,4.2875,2.6875,0.7,7.675
328,Portugal,PRT,2000,14.08,30383.13782,10297117,,PRT,Europe,76.88587,21.45401,109.5857,0.005335,0.00041,12.77173,25.5,0.8,7.2,58,87,96,96,98.54304,32.026,,17340,5.89808,8.3748,10297.112,5.5,76.31463,0.5,18530,,5.16177,,6.7247,Western Europe,north,5.123,845,19.872,2.425,0.8375,4.2375,7.5
329,Portugal,PRT,2005,13.37,31076.64412,10508494,,PRT,Europe,78.59058,22.50527,97.14796,0.003715,0.000255,11.97329,25.8,0.7,8.8,94,93,93,93,99.0574,34.999,,21140,6.71977,9.43341,10508.495,3.7,78.07073,0.6,22390,0.5,5.07076,,7.41059,Western Europe,north,5.123,845,19.872,2.425,0.8375,4.2375,7.5
330,Portugal,PRT,2010,12.51,31798.15381,10596055,,PRT,Europe,79.97952,23.41155,86.03724,0.00313,0.00019,11.25743,25.8,0.6,9.8,97,96,97,98,99.5789,39.756,,24980,6.84661,9.81947,10596.058,3.1,79.02683,0.6,26390,0.2,5.40289,,7.95701,Western Europe,north,5.123,845,19.872,2.425,0.8375,4.2375,7.5
331,Portugal,PRT,2015,11.88,31118.79067,10368346,Europe,PRT,Europe,81.30927,24.32444,76.51837,0.00241,0.00013,10.33871,25.7,0.6,10.3,98,98,98,98,99.90469,47.487,,,5.9313,8.97184,10368.351,3,81.12439,0.5,28870,0.5,4.88294,,9.11153,Western Europe,north,5.123,845,19.872,2.425,0.8375,4.2375,7.5
332,Qatar,QAT,2000,1.15,86566.30285,592467,,QAT,Eastern Mediterranean,76.24319,19.7903,73.89966,0.011185,0.000435,0.55477,27.6,4.8,13.6,89,91,91,80,100,,,,1.19546,2.00865,592.468,10.7,77.467,,79380,,3.72598,,,Middle East and Northern Africa,north,6.375,855,59.324,0.0125,0.525,0.0875,0.625
333,Qatar,QAT,2005,1.67,87721.94941,865410,,QAT,Eastern Mediterranean,76.75978,19.93549,67.09472,0.008725,0.00037,1.08397,28,4.7,16,97,99,98,97,100,24.844,,92020,1.92456,2.56909,865.416,8.9,78.252,,85220,,3.97188,,,Middle East and Northern Africa,north,6.375,855,59.324,0.0125,0.525,0.0875,0.625
334,Qatar,QAT,2010,1.69,95908.31282,1856329,,QAT,Eastern Mediterranean,77.21091,20.28776,65.15009,0.008305,0.00029,1.11403,28.5,4.8,17.7,97,99,98,97,100,37.273,,111880,1.27019,1.78924,1856.327,7.8,79.108,,105360,,4.53966,,8.44116,Middle East and Northern Africa,north,6.375,855,59.324,0.0125,0.525,0.0875,0.625
335,Qatar,QAT,2015,1.62,95965.25124,2565708,Asia,QAT,Eastern Mediterranean,77.9552,20.86367,62.80861,0.00739,0.000265,1.06619,29.1,5,19.2,99,99,99,99,99.6915,,,,2.65964,3.11749,2565.71,6.7,79.758,,121090,,,,,Middle East and Northern Africa,north,6.375,855,59.324,0.0125,0.525,0.0875,0.625
336,Romania,ROU,2000,17.45,12109.5524,22137423,,ROU,Europe,71.08894,18.23713,175.0131,0.019185,0.00092,9.0022,24.8,4.1,2.8,98,98,99,99,100,19.531,,5670,3.33585,4.20876,22137.419,18.3,71.16341,0.1,5810,,2.86863,,,Central and Eastern Europe,north,5.528,807,9.532,3.7125,1.525,2.0875,7.325
337,Romania,ROU,2005,15.84,16770.6545,21417287,,ROU,Europe,72.30903,18.57589,162.2678,0.01452,0.00066,9.63101,25.4,3.5,3.7,98,97,97,97,100,22.126,,9250,4.40981,5.52778,21417.291,15.2,71.8789,0.1,9320,,3.50039,,,Central and Eastern Europe,north,5.528,807,9.532,3.7125,1.525,2.0875,7.325
338,Romania,ROU,2010,13.97,20303.1628,20471860,,ROU,Europe,73.57988,19.3121,154.6943,0.010005,0.00047,10.00809,26,3.1,5.4,98,95,94,94,100,24.804,,16000,4.60897,5.76906,20471.864,9.7,73.45854,0.1,16710,4.5,3.49538,,10.67233,Central and Eastern Europe,north,5.528,807,9.532,3.7125,1.525,2.0875,7.325
339,Romania,ROU,2015,11.64,23878.18854,19925182,Europe,ROU,Europe,74.92799,19.88409,135.929,0.00784,0.00038,9.45222,26.7,2.7,7.6,90,86,89,89,100,,,,3.85244,4.94269,19925.175,7.8,75.0122,0.1,21130,5.7,3.10676,,10.90831,Central and Eastern Europe,north,5.528,807,9.532,3.7125,1.525,2.0875,7.325
340,Senegal,SEN,2000,0.96,2595.109288,9797731,,SEN,Africa,56.84121,15.61675,250.4469,0.074205,0.018075,0.24313,22.1,12.5,0.6,,48,49,52,59.9197,,,1490,1.26323,3.56931,9797.734,68.4,57.787,0.6,1890,,2.49412,,,Sub-Saharan Africa,north,4.219,499,953,0.1125,0.0125,0.0875,0.2125
341,Senegal,SEN,2005,0.85,2758.353446,11090123,,SEN,Africa,59.98952,15.77972,244.2244,0.05789,0.011135,0.33923,22.5,11.5,0.9,84,74,84,84,65.87548,,,1840,1.59266,3.66861,11090.116,54,60.62,0.7,2370,37.4,4.05773,,,Sub-Saharan Africa,north,4.219,499,953,0.1125,0.0125,0.0875,0.2125
342,Senegal,SEN,2010,0.6,2797.11016,12678143,,SEN,Africa,63.87785,16.36712,209.2066,0.04435,0.006395,0.2783,22.7,10.5,1.2,89,81,76,89,72.09962,,,2120,1.15778,4.00045,12678.148,42.6,64.284,0.6,2690,,5.18252,,,Sub-Saharan Africa,north,4.219,499,953,0.1125,0.0125,0.0875,0.2125
343,Senegal,SEN,2015,0.73,2966.455347,14578450,Africa,SEN,Africa,66.39928,16.82903,188.8731,0.03554,0.00384,0.24457,22.9,9.6,1.7,89,80,85,89,78.24334,2.074,,,1.07821,4.38257,14578.459,35.1,66.747,0.5,3140,,5.45635,,,Sub-Saharan Africa,north,4.219,499,953,0.1125,0.0125,0.0875,0.2125
344,Serbia,SRB,2010,11.69,14510.9633,8991258,,SRB,Europe,74.92259,18.89075,115.0738,0.006935,0.00025,8.6367,25.8,2.3,7.1,89,95,91,91,90.07408,24.82,,10830,5.81205,9.52731,8991.254,6.6,74.33659,0.1,12520,,4.32781,,10.47957,Central and Eastern Europe,north,5.177,785,5.426,3.5375,1.6375,1.5875,6.7625
345,Serbia,SRB,2015,8.7,15578.20285,8876777,Europe,SRB,Europe,75.92474,19.54068,106.1391,0.00531,0.000205,7.08711,26,2.1,9.3,94,86,95,95,86.28549,24.603,,,5.08739,8.81929,8876.777,5.5,75.2878,0.1,14230,5.5,3.78902,,11.02531,Central and Eastern Europe,north,5.177,785,5.426,3.5375,1.6375,1.5875,6.7625
346,Sierra Leone,SLE,2000,5.8,1063.297198,4584570,,SLE,Africa,39.82734,10.87851,533.4928,0.164515,0.02943,3.74609,22,10.5,0.8,,37,46,44,39.88378,,,770,2.07761,11.51733,4584.571,142.4,39.441,1.5,700,,4.94937,,,Sub-Saharan Africa,north,4.635,413,481,0.3125,0.0375,0.025,0.375
347,Sierra Leone,SLE,2005,5.57,1244.901414,5645629,,SLE,Africa,44.2378,12.04504,481.9689,0.14012,0.02167,3.65213,22.4,9.5,1.2,,71,67,65,45.36005,,,1010,1.72106,11.03773,5645.624,128,44.502,1.5,930,,2.79698,,,Sub-Saharan Africa,north,4.635,413,481,0.3125,0.0375,0.025,0.375
348,Sierra Leone,SLE,2010,5.83,1413.563736,6415636,,SLE,Africa,49.19919,12.8613,414.5552,0.11552,0.01515,3.74291,22.6,8.5,1.7,86,82,84,86,51.93583,0.212,,1330,1.27228,10.94338,6415.634,108.3,49.382,1.5,1200,,2.58864,,,Sub-Saharan Africa,north,4.635,413,481,0.3125,0.0375,0.025,0.375
349,Sierra Leone,SLE,2015,5.63,1551.823091,7171909,Africa,SLE,Africa,51.36567,13.12609,403.7481,0.09989,0.011795,3.4078,22.7,7.5,2.4,86,78,86,86,58.31269,,,,1.64069,20.41341,7171.914,87.8,52.941,1.5,1400,,,,,Sub-Saharan Africa,north,4.635,413,481,0.3125,0.0375,0.025,0.375
350,Singapore,SGP,2000,2.49,56106.73202,4028872,,SGP,Western Pacific,78.46552,21.51461,79.08498,0.003565,0.000225,2.02,23.4,2,6.4,97,96,98,98,100,,,40610,1.21779,3.35174,,3,77.95122,0.1,41410,,3.3213,92.5494,,Southeastern Asia,north,6.739,930,55.243,0.75,0.15,0.1375,1.0375
351,Singapore,SGP,2005,1.78,67125.56464,4265693,,SGP,Western Pacific,80.40379,23.2144,74.2271,0.002325,0.000155,1.4893,23.5,2,6.4,96,96,96,96,100,15.819,,51380,1.00376,3.04296,,2.3,79.99024,0.2,52650,,3.19596,,10.5963,Southeastern Asia,north,6.739,930,55.243,0.75,0.15,0.1375,1.0375
352,Singapore,SGP,2010,2.19,78294.03142,5131170,,SGP,Western Pacific,81.80534,24.17466,60.00524,0.002085,0.00014,1.84074,23.5,2.1,6.5,96,95,96,96,100,17.187,,70030,1.16557,3.24854,,2.2,81.54146,0.3,70790,,3.08044,95.85733,10.98244,Southeastern Asia,north,6.739,930,55.243,0.75,0.15,0.1375,1.0375
353,Singapore,SGP,2015,2.07,89519.73571,5592143,Asia,SGP,Western Pacific,82.73842,24.89969,53.56262,0.001985,0.000135,1.82383,23.6,2.2,6.7,96,95,96,96,100,,,,1.97937,4.20451,,2.2,82.7439,0.3,82930,,,96.82549,11.62752,Southeastern Asia,north,6.739,930,55.243,0.75,0.15,0.1375,1.0375
354,Slovakia,SVK,2000,12.47,15660.64385,5399207,,SVK,Europe,73.24882,18.39375,146.7789,0.008025,0.00044,11.33439,25.5,1.6,2.7,98,98,98,99,97.9809,33.475,,10960,4.69886,5.3126,5399.211,8.2,73.05122,0.1,11300,,3.87199,,,Central and Eastern Europe,north,6.078,853,16.53,2.45,3.6625,1.45,7.5625
355,Slovakia,SVK,2005,12.06,20072.35,5398962,,SVK,Europe,74.22897,19.07916,139.9902,0.006645,0.000375,11.06067,25.7,1.5,3.8,99,98,99,99,97.96682,30.224,,15760,4.90662,6.59792,5398.963,6.8,73.90488,0.1,16160,0.2,3.76522,,,Central and Eastern Europe,north,6.078,853,16.53,2.45,3.6625,1.45,7.5625
356,Slovakia,SVK,2010,12,25417.81236,5404293,,SVK,Europe,75.45567,19.80722,122.1224,0.00594,0.000305,10.51203,26,1.3,5.3,99,98,99,99,98.62234,33.51,,23340,5.58476,7.80112,5404.294,5.8,75.1122,0.1,24400,0.5,4.11588,,,Central and Eastern Europe,north,6.078,853,16.53,2.45,3.6625,1.45,7.5625
357,Slovakia,SVK,2015,11.53,28676.26561,5435614,Europe,SVK,Europe,77.12502,21.09569,106.5601,0.005425,0.000255,10.74172,26.4,1.2,7.6,96,95,96,96,99.78719,34.438,,,5.39847,6.84656,5435.611,5,76.56341,0.1,28950,0.7,4.63557,,12.78379,Central and Eastern Europe,north,6.078,853,16.53,2.45,3.6625,1.45,7.5625
358,Slovenia,SVN,2000,12.6,26281.06845,1987710,,SVN,Europe,76.12994,20.53398,121.8564,0.004385,0.000235,12.8,25.4,2.3,3.4,,95,93,91,99.61584,21.527,,17590,5.55699,7.78388,1987.717,4.6,75.4122,0.1,18010,,,,,Central and Eastern Europe,north,5.768,894,21.65,3.375,0.6375,3.45,7.4625
359,Slovenia,SVN,2005,12.3,31133.71519,1994979,,SVN,Europe,77.59248,21.44834,104.2286,0.00363,0.000195,11.19,25.7,2,4.7,,94,95,95,99.58662,23.519,,23290,5.75248,7.96504,1994.976,3.5,77.6122,0.1,23720,,5.58241,,11.75664,Central and Eastern Europe,north,5.768,894,21.65,3.375,0.6375,3.45,7.4625
360,Slovenia,SVN,2010,11.54,33355.84763,2043336,,SVN,Europe,79.54275,22.78624,87.21168,0.002815,0.00018,10.33,26.1,1.7,6.4,,95,96,96,99.5575,24.367,,26660,6.21714,8.59138,2043.337,2.6,79.42195,0.1,27370,,5.56251,,12.14363,Central and Eastern Europe,north,5.768,894,21.65,3.375,0.6375,3.45,7.4625
361,Slovenia,SVN,2015,12.74,33805.03005,2071199,Europe,SVN,Europe,80.60281,23.44149,74.17551,0.00225,0.000155,11.49,26.5,1.4,8.7,,94,95,95,99.53378,28.148,,,6.0622,8.4959,2071.199,2,80.77561,0.1,30660,,4.90818,,12.65874,Central and Eastern Europe,north,5.768,894,21.65,3.375,0.6375,3.45,7.4625
362,South Africa,ZAF,2000,10.02,10088.85225,44967713,,ZAF,Africa,58.98315,15.66183,361.8024,0.048155,0.005465,7.70403,26.1,18,1.2,73,72,71,73,84.50127,,,7370,2.73614,7.43742,44967.708,49,56.048,12.6,7540,35,5.44358,,,Sub-Saharan Africa,south,4.459,696,5.28,2.8125,0.95,1.0125,4.775
363,South Africa,ZAF,2005,9.58,11434.91524,47880595,,ZAF,Africa,54.43275,15.71663,473.6271,0.05132,0.00682,7.17289,26.6,13.3,2.7,79,64,75,81,87.16874,,,9270,2.75351,6.70573,47880.601,49.7,53.447,16.8,9610,26.1,5.0632,,8.92031,Sub-Saharan Africa,south,4.459,696,5.28,2.8125,0.95,1.0125,4.775
364,South Africa,ZAF,2010,10.04,12452.33753,51216967,,ZAF,Africa,58.00648,15.95127,416.2592,0.03892,0.004335,7.25206,26.9,8.7,5.7,71,72,72,77,89.62798,7.341,,11200,3.91364,7.41535,51216.964,38.2,57.669,18.9,11480,16.5,5.72174,92.87732,9.70024,Sub-Saharan Africa,south,4.459,696,5.28,2.8125,0.95,1.0125,4.775
365,South Africa,ZAF,2015,9.61,12840.0354,55386369,Africa,ZAF,Africa,63.33915,16.48985,304.5972,0.035835,0.002235,7.32605,27.2,5.3,10.3,85,86,85,85,91.85278,7.814,,,4.39195,8.20091,55386.367,31.4,62.649,20.3,12860,,5.95619,94.36792,10.27425,Sub-Saharan Africa,south,4.459,696,5.28,2.8125,0.95,1.0125,4.775
366,Spain,ESP,2000,12.43,34757.61502,40824745,,ESP,Europe,79.37209,22.92765,84.49692,0.00441,0.00026,11.6148,26.1,0.6,7.3,77,94,95,95,100,31.158,,21160,4.8638,6.81606,40824.754,4.4,78.96585,0.4,21450,,4.17637,,,Western Europe,north,6.361,889,26.617,3.55,1.9625,1.4,6.9125
