,Country,Code,Year,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent,country_code,region,life_expect,life_exp60,adult_mortality,infant_mort,age1-4mort,alcohol,bmi,age5-19thinness,age5-19obesity,hepatitis,measles,polio,diphtheria,basic_water,doctors,hospitals,gni_capita,gghe-d,che_gdp,une_pop,une_infant,une_life,une_hiv,une_gni,une_poverty,une_edu_spend,une_literacy,une_school,Region,Hemisphere,HappinessScore,HDI,GDP_PerCapita,Beer_PerCapita,Spirit_PerCapita,Wine_PerCapita,Alcohol_PerCapita
138,Finland,FIN,2000,11.69,39894.19446,5187953,,FIN,Europe,77.77103,21.77079,104.2451,0.00346,0.0002,8.88,25.7,0.9,6.8,,96,96,99,100,28.541,,25500,5.08179,6.8429,5187.954,3.5,77.46585,0.1,26590,,5.71688,,,Western Europe,north,7.413,918,43.433,3.2875,1.6625,1.2125,6.1625
139,Finland,FIN,2005,13.11,44786.90966,5258933,,FIN,Europe,79.20745,23.03891,99.97417,0.002965,0.00018,9.95,25.9,0.9,7.5,,97,97,97,100,29.913,,30850,6.14872,8.00392,5258.927,3.1,78.81707,0.1,32130,,6.03606,,12.59455,Western Europe,north,7.413,918,43.433,3.2875,1.6625,1.2125,6.1625
140,Finland,FIN,2010,12.59,45874.6613,5365784,,FIN,Europe,80.0241,23.45995,87.85948,0.002495,0.00016,9.72,26,0.9,8.1,,98,99,99,100,32.653,,37130,6.85863,8.87712,5365.782,2.5,79.87073,0.1,39260,,6.54071,,12.85547,Western Europe,north,7.413,918,43.433,3.2875,1.6625,1.2125,6.1625
141,Finland,FIN,2015,11.18,45072.59021,5481128,Europe,FIN,Europe,81.39798,24.13784,69.51583,0.00194,0.00013,8.52,25.9,0.9,8.9,,95,97,97,100,33.309,,,7.53039,9.70412,5481.122,1.8,81.48049,0.1,42640,,7.08008,,12.714,Western Europe,north,7.413,918,43.433,3.2875,1.6625,1.2125,6.1625
142,France,FRA,2000,14.08,39732.28245,59015092,,FRA,Europe,79.11186,23.17096,99.17107,0.00445,0.00025,13.92,24.8,0.7,5.6,26,84,98,97,99.89733,33.547,,25560,7.56029,9.58448,59015.096,4.4,79.0561,0.2,26510,,,,,Western Europe,north,6.478,899,36.87,1.5875,1.8875,4.625,8.1
143,France,FRA,2005,13.09,41643.98889,61120128,,FRA,Europe,80.28153,24.02532,91.54525,0.003965,0.00022,12.88,25,0.6,6.4,35,87,98,98,99.93826,34.41,,29910,8.03752,10.21484,61120.127,3.8,80.16341,0.3,31020,,,,10.43849,Western Europe,north,6.478,899,36.87,1.5875,1.8875,4.625,8.1
144,France,FRA,2010,12.4,42147.67168,62879535,,FRA,Europe,81.39028,24.88853,85.27911,0.00352,0.000175,12.3,25.1,0.6,7.1,64,89,99,99,99.97524,33.736,,35470,8.58061,11.23902,62879.53,3.5,81.66341,0.3,36730,,,,10.92268,Western Europe,north,6.478,899,36.87,1.5875,1.8875,4.625,8.1
145,France,FRA,2015,12.64,43345.78643,64453194,Europe,FRA,Europe,82.66782,25.71791,73.08247,0.00316,0.00015,11.87,25,0.6,7.9,88,91,97,97,100,32.239,,,8.78708,11.45908,64453.2,3.4,82.32195,0.3,41720,,,,11.39887,Western Europe,north,6.478,899,36.87,1.5875,1.8875,4.625,8.1
146,Gabon,GAB,2000,10.59,16567.24561,1228359,,GAB,Africa,59.55796,17.16955,316.8579,0.05657,0.00823,8.88884,23.7,8.1,1.9,,55,44,45,79.53762,,,11710,1.06384,2.90537,1228.36,54.4,58.264,4.1,12000,,3.82709,,,Sub-Saharan Africa,south,4.121,698,7.079,4.3375,1.225,0.7375,6.3
147,Gabon,GAB,2005,9.36,15761.14848,1390550,,GAB,Africa,59.89447,17.41074,326.2421,0.05166,0.00742,7.55909,24.3,7.3,2.5,28,55,44,45,82.17657,,,13390,1.05431,2.9341,1390.549,48.7,58.181,4.2,13600,8,,,,Sub-Saharan Africa,south,4.121,698,7.079,4.3375,1.225,0.7375,6.3
148,Gabon,GAB,2010,9.89,14415.44591,1624146,,GAB,Africa,62.37445,17.80845,288.3221,0.04305,0.00587,8.22644,24.7,6.6,3.2,67,62,68,67,84.01086,,,14490,1.57326,2.47557,1624.14,42.2,61.4,4.1,13190,,3.07809,,,Sub-Saharan Africa,south,4.121,698,7.079,4.3375,1.225,0.7375,6.3
149,Gabon,GAB,2015,9.57,15510.03895,1947690,Africa,GAB,Africa,65.88091,18.26098,228.1711,0.035995,0.00386,8.15221,25.2,6.1,4,80,68,79,80,85.4748,,,,1.56549,2.65744,1947.686,36.3,64.913,4,16340,,,,,Sub-Saharan Africa,south,4.121,698,7.079,4.3375,1.225,0.7375,6.3
150,Georgia,GEO,2000,4.41,4919.23188,4362184,,GEO,Europe,71.53595,18.51978,128.5191,0.034115,0.001225,3.29336,25.8,3.1,2.8,55,73,81,80,92.97521,38.371,,2700,0.84395,7.39699,4362.187,32.1,69.902,0.1,2910,19.4,2.18109,,,Central and Eastern Europe,north,4.252,776,3.866,0.65,1.25,1.8625,3.7625
151,Georgia,GEO,2005,6.39,7315.19848,4210158,,GEO,Europe,73.12538,19.72822,144.4563,0.02164,0.0008,4.35821,26.3,2.9,3.3,79,90,82,82,94.33504,38.164,,4250,1.23914,8.30393,4210.168,21.1,70.538,0.1,4720,10.9,2.4843,,,Central and Eastern Europe,north,4.252,776,3.866,0.65,1.25,1.8625,3.7625
152,Georgia,GEO,2010,9.67,9736.732094,4099095,,GEO,Europe,72.50441,18.61929,156.7567,0.013755,0.00049,7.52754,26.8,2.7,4.4,95,94,88,92,95.73682,44.466,,5730,2.03442,9.54539,4099.099,12.7,71.46,0.2,6630,12.2,,,,Central and Eastern Europe,north,4.252,776,3.866,0.65,1.25,1.8625,3.7625
153,Georgia,GEO,2015,9.61,12605.14007,4024180,Asia,GEO,Europe,72.83636,18.61764,156.4024,0.010455,0.000325,7.51933,27.5,2.7,6.4,94,96,91,94,97.91409,50.055,,,2.82151,7.93236,4024.183,9.4,72.973,0.3,9350,3.8,,,,Central and Eastern Europe,north,4.252,776,3.866,0.65,1.25,1.8625,3.7625
154,Germany,DEU,2000,14.16,42864.93289,81400883,,DEU,Europe,78.09676,21.77622,95.18253,0.00442,0.00025,12.9068,25.8,1.2,6.4,84,92,94,90,100,32.785,,25510,7.70066,9.83732,81400.882,4.4,77.92683,0.1,27120,,,,,Western Europe,north,6.994,934,42.233,4.325,1.4625,2.1875,7.975
155,Germany,DEU,2005,13.28,43884.53528,81602739,,DEU,Europe,79.29794,22.56955,84.31704,0.003865,0.00021,11.67702,26.1,1.1,7,90,96,95,96,100,34.314,,31470,7.75314,10.2277,81602.741,3.9,78.93171,0.1,32250,,,,14.26175,Western Europe,north,6.994,934,42.233,4.325,1.4625,2.1875,7.975
156,Germany,DEU,2010,12.64,46929.99341,80827001,,DEU,Europe,80.12475,23.13846,77.52488,0.00355,0.000175,11.21128,26.3,1.1,7.8,88,97,94,96,100,37.567,,39150,8.3369,11.0054,80827.002,3.5,79.9878,0.1,39960,,4.91368,,13.81872,Western Europe,north,6.994,934,42.233,4.325,1.4625,2.1875,7.975
157,Germany,DEU,2015,13.06,51083.92166,81787411,Europe,DEU,Europe,80.63512,23.3764,71.19309,0.002885,0.000145,11.04957,26.5,1.1,8.7,87,97,93,93,100,41.342,,,8.52975,11.08801,81787.411,3.2,80.64146,0.1,49010,,4.80518,,14.1536,Western Europe,north,6.994,934,42.233,4.325,1.4625,2.1875,7.975
158,Ghana,GHA,2000,5.3,2734.806763,19278850,,GHA,Africa,57.36452,14.67548,309.8592,0.06714,0.009705,1.94619,22.6,9.4,0.7,,90,88,88,64.46381,,,1720,0.77593,2.83516,19278.856,64.2,57.002,2.4,1710,,,57.89747,,Sub-Saharan Africa,north,4.276,588,1.517,0.3875,0.0375,0.125,0.55
159,Ghana,GHA,2005,3.77,3090.187438,21814648,,GHA,Africa,58.73074,15.01289,302.8389,0.06098,0.008045,0.55609,23.2,8.3,1.1,84,83,85,84,69.34496,,,2220,1.46986,3.82583,21814.642,55.5,58.719,2.1,2210,24.5,7.42208,,,Sub-Saharan Africa,north,4.276,588,1.517,0.3875,0.0375,0.125,0.55
160,Ghana,GHA,2010,4.26,3729.475903,24779614,,GHA,Africa,61.15942,15.51709,269.4608,0.051665,0.006595,1.73323,23.6,7.3,1.5,94,93,94,94,74.36338,0.938,,2960,2.384,4.60781,24779.619,47.5,61.03,1.9,2920,,5.5406,71.49707,7.58704,Sub-Saharan Africa,north,4.276,588,1.517,0.3875,0.0375,0.125,0.55
161,Ghana,GHA,2015,3.12,4662.303191,27849203,Africa,GHA,Africa,63.12721,15.68657,244.9496,0.043305,0.00491,1.84102,23.9,6.4,2,88,89,88,88,79.41982,,,,1.6214,4.62171,27849.205,38.9,62.772,1.8,3990,,4.51089,,,Sub-Saharan Africa,north,4.276,588,1.517,0.3875,0.0375,0.125,0.55
162,Greece,GRC,2000,10.18,29186.32455,11082103,,GRC,Europe,78.29595,21.69749,82.35298,0.005495,0.00023,8.59919,26.7,0.9,9,89,89,89,89,99.58681,42.637,,18340,,,11082.104,5.5,77.8878,,19650,,3.23019,,,Western Europe,north,5.033,868,17.882,1.6625,1.4,2.725,5.7875
163,Greece,GRC,2005,10.73,34732.64407,11224800,,GRC,Europe,79.45702,22.69826,78.98206,0.003815,0.00018,9.14665,26.9,0.8,10.5,93,96,96,96,99.76599,33.84,,24020,5.21074,8.62668,11224.791,3.9,79.23902,,25620,0.2,3.96396,93.04431,9.93866,Western Europe,north,5.033,868,17.882,1.6625,1.4,2.725,5.7875
164,Greece,GRC,2010,9.67,33753.61775,10887640,,GRC,Europe,80.53417,23.5542,73.57458,0.00335,0.000175,8.20103,27.1,0.8,12,95,99,99,99,99.92817,39.442,,27590,6.52608,9.55973,10887.637,3.3,80.3878,,27570,1,,,10.32493,Western Europe,north,5.033,868,17.882,1.6625,1.4,2.725,5.7875
165,Greece,GRC,2015,10.49,28248.12596,10659737,Europe,GRC,Europe,80.87227,23.63409,67.58637,0.00316,0.000145,6.56828,27.1,0.7,13.5,96,97,99,99,100,52.527,,,4.64181,8.08989,10659.75,3.8,81.03659,,26940,1.5,,,10.75061,Western Europe,north,5.033,868,17.882,1.6625,1.4,2.725,5.7875
166,Guatemala,GTM,2000,4.4,6499.883286,11650744,,GTM,Americas,67.63168,19.68086,219.6475,0.04309,0.002945,2.52334,25,1.6,4.2,,86,80,81,85.75377,,,4950,2.01699,5.69112,11650.743,40.6,67.849,0.7,4780,9.2,,,,Latin America and Caribbean,north,6.324,649,4.141,0.6625,0.8625,0.025,1.55
167,Guatemala,GTM,2005,4.29,6753.682536,13096028,,GTM,Americas,69.13986,20.17337,211.1692,0.034625,0.002275,2.34248,25.5,1.4,5.7,87,93,87,87,88.35131,,,5670,1.94864,6.36888,13096.028,34.1,69.762,0.7,5490,,,,,Latin America and Caribbean,north,6.324,649,4.141,0.6625,0.8625,0.025,1.55
168,Guatemala,GTM,2010,3.51,7335.988974,14630420,,GTM,Americas,70.99741,20.72353,186.1481,0.031065,0.001645,2.01952,26,1.3,7.4,94,93,94,94,90.84182,,,6520,2.06968,6.14944,14630.417,28.8,71.481,0.6,6400,,2.80306,,,Latin America and Caribbean,north,6.324,649,4.141,0.6625,0.8625,0.025,1.55
169,Guatemala,GTM,2015,2.55,8125.655534,16252425,North America,GTM,Americas,72.93264,21.23523,164.7438,0.02444,0.00127,1.63669,26.5,1.2,9.5,74,77,90,74,93.24812,,,,2.21519,5.96048,16252.429,24.3,73.25,0.4,7620,,2.95518,,,Latin America and Caribbean,north,6.324,649,4.141,0.6625,0.8625,0.025,1.55
170,Haiti,HTI,2000,3.97,2684.551926,8463802,,HTI,Americas,58.11105,16.01434,305.7538,0.07779,0.00813,3.626,23.3,4.9,3.2,,55,50,43,56.23929,,,,1.50095,6.87874,8463.806,74.2,57.131,3,1400,,,,,Latin America and Caribbean,north,4.028,496,735,0.0125,4.075,0.0125,4.1
171,Haiti,HTI,2005,3.86,2629.111261,9195289,,HTI,Americas,60.78857,18.08035,289.7185,0.06941,0.00658,3.49451,23.9,4.5,5,,58,60,60,59.75303,,,1420,0.9724,5.50936,9195.288,65.2,58.652,2.4,1390,,,,,Latin America and Caribbean,north,4.028,496,735,0.0125,4.075,0.0125,4.1
172,Haiti,HTI,2010,2.99,2735.283617,9949318,,HTI,Americas,36.22736,10.728,682.5308,0.077865,0.0211,2.31526,24.6,4.1,7.5,,64,66,67,62.20079,,,1490,1.45539,8.1456,9949.322,85.6,60.511,2.1,1480,,,,,Latin America and Caribbean,north,4.028,496,735,0.0125,4.075,0.0125,4.1
173,Haiti,HTI,2015,2.69,2941.816081,10695540,North America,HTI,Americas,63.33545,17.63708,244.6246,0.05493,0.004445,2.66725,25.2,3.9,10.3,64,69,64,64,64.56748,0.852,,,0.95361,8.62853,10695.542,53.3,62.485,2.1,1770,,3.15723,,,Latin America and Caribbean,north,4.028,496,735,0.0125,4.075,0.0125,4.1
174,Honduras,HND,2000,3.5,4108.774977,6574510,,HND,Americas,71.08204,20.76555,176.0553,0.03162,0.001765,2.47307,24.8,2.8,3.9,93,98,88,94,84.80421,5.591,,2680,3.02286,6.42433,6574.509,30.3,70.689,1.1,2550,,,,,Latin America and Caribbean,north,4.871,614,2.375,0.8625,1.225,0.025,2.1125
175,Honduras,HND,2005,3.88,4546.240635,7458982,,HND,Americas,72.64735,21.30935,164.3816,0.024945,0.00125,3.01613,25.4,2.5,5.3,97,96,98,98,87.95048,3.593,,3360,2.91978,7.67762,7458.985,24.6,72.026,0.7,3100,26.5,,,,Latin America and Caribbean,north,4.871,614,2.375,0.8625,1.225,0.025,2.1125
176,Honduras,HND,2010,3.59,4866.973931,8317467,,HND,Americas,73.90337,21.86045,155.5137,0.02058,0.000925,2.69408,26.1,2.3,7.1,97,98,97,97,90.92673,2.95,,4000,3.69606,8.72108,8317.47,20,73.317,0.5,3660,15,,84.75536,,Latin America and Caribbean,north,4.871,614,2.375,0.8625,1.225,0.025,2.1125
177,Honduras,HND,2015,3.49,5283.416914,9112904,North America,HND,Americas,74.97978,22.30757,146.5096,0.017275,0.000725,2.50663,26.7,2.1,9.1,98,96,98,98,93.7373,,,,2.97369,7.71397,9112.916,16.7,74.495,0.4,4230,16.2,6.41297,87.90683,6.31501,Latin America and Caribbean,north,4.871,614,2.375,0.8625,1.225,0.025,2.1125
178,Hungary,HUN,2000,14.27,19406.52134,10220509,,HUN,Europe,71.87351,18.36337,192.6187,0.00844,0.00037,12.23341,25.9,2.3,4.8,,99,99,99,99.96383,30.033,,11310,4.65734,6.76483,10220.507,8.7,71.24634,0.1,11310,,4.85891,,,Central and Eastern Europe,north,5.145,835,12.82,2.925,2.6875,2.3125,7.925
179,Hungary,HUN,2005,14.56,24355.78192,10085942,,HUN,Europe,72.90427,18.87504,182.3777,0.00644,0.00029,12.9453,26.3,2.1,6.2,,99,99,99,99.96638,27.816,,16060,5.61048,7.99693,10085.937,6.4,72.64878,0.1,16160,0.7,5.32835,,10.86768,Central and Eastern Europe,north,5.145,835,12.82,2.925,2.6875,2.3125,7.925
180,Hungary,HUN,2010,12.09,24427.62873,9927380,,HUN,Europe,74.40367,19.34605,152.0986,0.00519,0.000225,10.70125,26.8,1.8,8.1,,99,99,99,99.96893,28.896,,20140,5.01015,7.51985,9927.37,5.1,74.20732,0.1,20540,,4.76895,,12.14479,Central and Eastern Europe,north,5.145,835,12.82,2.925,2.6875,2.3125,7.925
181,Hungary,HUN,2015,11.6,27499.32447,9777925,Europe,HUN,Europe,75.43053,19.73492,132.2766,0.00454,0.000195,10.94509,27.2,1.7,10.6,,99,99,99,99.97053,31.178,,,4.72529,6.97097,9777.923,4.3,75.56829,0.1,25190,0.5,4.5721,,11.91417,Central and Eastern Europe,north,5.145,835,12.82,2.925,2.6875,2.3125,7.925
182,Iceland,ISL,2000,7.03,41530.51732,280439,,ISL,Europe,79.74425,22.85093,76.06837,0.00302,0.000205,6.14,25.5,1,8.3,,91,98,98,100.00001,34.522,,28070,7.21218,8.95113,280.435,3.2,79.65366,0.1,28670,,6.44717,,,Western Europe,north,7.501,933,60.53,2.9125,0.7625,0.975,4.65
183,Iceland,ISL,2005,7.74,48104.65181,294976,,ISL,Europe,81.14513,23.64811,61.3745,0.002235,0.00021,7.05,25.8,0.9,8.8,,90,95,95,100.00001,36.339,,33630,7.44248,9.14714,294.979,2.5,81.50244,0.1,35470,,7.35609,,,Western Europe,north,7.501,933,60.53,2.9125,0.7625,0.975,4.65
184,Iceland,ISL,2010,7.5,47457.62292,320342,,ISL,Europe,81.85383,24.10539,53.36464,0.00173,0.000195,6.79,26,0.9,9.1,,93,96,96,100,35.654,,30210,6.86233,8.53229,320.328,2,81.89756,0.1,32160,0.2,6.97848,,,Western Europe,north,7.501,933,60.53,2.9125,0.7625,0.975,4.65
185,Iceland,ISL,2015,8.74,52142.93281,330237,Europe,ISL,Europe,82.39937,24.59672,54.38107,0.001475,0.00013,7.66,26.2,1,9.8,,93,92,92,100,37.826,,,6.58895,8.15237,330.243,1.7,82.46829,0.1,46480,,7.53237,,,Western Europe,north,7.501,933,60.53,2.9125,0.7625,0.975,4.65
186,India,IND,2000,2.28,2578.59153,1056575548,,IND,South-East Asia,62.48507,16.46186,223.7671,0.07005,0.00686,0.9311,20.7,28.1,0.3,,56,57,58,79.0238,5.258,,2040,0.83443,4.03493,1056575.549,66.6,62.505,,2130,,4.32479,,, South-East Asia, north,4.04,798,1.714,0.0675,0.07125,0.125,0.26375
187,India,IND,2005,2.33,3245.299885,1147609924,,IND,South-East Asia,64.45138,16.85407,210.776,0.05849,0.00507,1.24935,21,27.6,0.5,8,68,65,65,82.83167,5.758,,2950,0.76304,3.79116,1147609.927,55.7,64.5,,3020,,3.18875,,, South-East Asia, north,4.04,798,1.714,0.0675,0.07125,0.125,0.26375
188,India,IND,2010,4.35,4234.979573,1234281163,,IND,South-East Asia,66.66424,17.42151,194.4276,0.04687,0.00354,2.74079,21.4,27.3,1,38,82,76,79,86.94367,6.616,,4500,0.8575,3.27212,1234281.17,45.1,66.693,,4310,,3.37769,,, South-East Asia, north,4.04,798,1.714,0.0675,0.07125,0.125,0.26375
189,India,IND,2015,5.54,5464.394057,1310152392,Asia,IND,South-East Asia,68.4907,17.95023,180.5233,0.038865,0.00238,3.01069,21.7,27,1.8,87,87,86,87,91.04228,,,,0.92193,3.59566,1310152.403,35,68.607,,6060,,,,, South-East Asia, north,4.04,798,1.714,0.0675,0.07125,0.125,0.26375
190,Ireland,IRL,2000,15.13,48628.45114,3783095,,IRL,Europe,76.41196,20.06191,92.9608,0.005825,0.000275,13.83822,26.3,0.3,5.4,,79,86,86,97.18372,22.304,,24930,4.57752,5.90528,3783.103,6,76.53659,0.1,26300,,4.13664,,,Western Europe,north,6.907,934,64.1,3.9125,1.475,2.0625,7.45
191,Ireland,IRL,2005,14.2,57691.56165,4141218,,IRL,Europe,78.83063,21.9427,75.40862,0.00433,0.000225,13.06251,26.8,0.3,6.9,,84,90,90,97.24998,35.427,,33420,6.03176,7.64781,4141.223,4.4,78.9439,0.1,35020,,4.52216,,,Western Europe,north,6.907,934,64.1,3.9125,1.475,2.0625,7.45
192,Ireland,IRL,2010,12.07,53725.0336,4554330,,IRL,Europe,80.86635,23.60807,65.12171,0.00355,0.000165,11.3784,27.1,0.2,8.3,46,90,94,94,97.3129,41.326,,34570,8.00134,10.50335,4554.321,3.5,80.7439,0.2,36270,0.5,6.03804,,11.58452,Western Europe,north,6.907,934,64.1,3.9125,1.475,2.0625,7.45
193,Ireland,IRL,2015,12.47,72251.15354,4652420,Europe,IRL,Europe,81.39015,23.9849,62.76733,0.00287,0.000115,10.67677,27.4,0.2,9.5,95,93,95,95,97.37213,31.498,,,5.28339,7.3358,4652.425,3.3,81.45366,0.2,52990,0.2,3.75829,,,Western Europe,north,6.907,934,64.1,3.9125,1.475,2.0625,7.45
194,Israel,ISR,2000,3.08,31416.93851,5945949,,ISR,Europe,78.34439,21.71902,80.02465,0.0055,0.00034,2.5794,26.1,1.1,10,98,95,93,93,100,38.22,,21480,4.29538,6.80706,5945.95,5.6,78.95366,0.1,23360,,6.12262,,,Middle East and Northern Africa,north,7.267,902,37.181,0.7875,0.8625,0.1125,1.7625
195,Israel,ISR,2005,2.7,31239.00686,6529470,,ISR,Europe,79.75838,22.80585,72.48711,0.004405,0.00028,2.45808,26.6,1.1,10.8,96,94,95,93,100,37.54,,23050,4.27294,7.12975,6529.479,4.5,80.15122,0.1,24600,0.5,5.76452,,,Middle East and Northern Africa,north,7.267,902,37.181,0.7875,0.8625,0.1125,1.7625
196,Israel,ISR,2010,3.12,34800.24747,7346446,,ISR,Europe,81.7552,24.39325,59.69223,0.0037,0.000235,2.74329,26.9,1.1,11.3,97,96,95,95,100,35.191,,27960,4.41161,7.02466,7346.446,3.7,81.60244,0.1,28290,0.2,5.54157,,12.71418,Middle East and Northern Africa,north,7.267,902,37.181,0.7875,0.8625,0.1125,1.7625
197,Israel,ISR,2015,3.86,37554.59866,7978496,Asia,ISR,Europe,82.04961,24.49231,57.65585,0.003115,0.00018,2.71244,27.2,1.2,11.8,96,98,95,95,100,34.618,,,4.49866,7.08652,7978.49,3.1,82.05122,0.2,35210,,5.85445,,13.04374,Middle East and Northern Africa,north,7.267,902,37.181,0.7875,0.8625,0.1125,1.7625
198,Italy,ITA,2000,10.37,43053.93306,56692178,,ITA,Europe,79.62312,22.8032,75.3894,0.0047,0.00021,9.77536,25.4,0.5,9.3,94,74,97,87,100,34.586,,25590,5.50624,7.58037,56692.178,4.7,79.77805,0.2,26920,,4.29886,,,Western Europe,north,5.977,878,30.669,1.0625,0.525,2.9625,4.55
199,Italy,ITA,2005,9.41,44260.82742,58281209,,ITA,Europe,80.94137,23.70355,65.04991,0.003705,0.000165,8.65103,25.6,0.5,10.4,96,87,97,95,99.85444,37.017,,28600,6.47898,8.3612,58281.212,3.8,80.78293,0.2,30100,0.7,4.24942,,9.18991,Western Europe,north,5.977,878,30.669,1.0625,0.525,2.9625,4.55
200,Italy,ITA,2010,7.34,42664.35527,59325232,,ITA,Europe,82.04793,24.52201,57.75965,0.003235,0.00014,6.95203,25.7,0.5,11.4,96,91,96,96,99.62494,38.16,,33400,7.02443,8.95361,59325.229,3.4,82.03659,0.3,34940,1.2,4.35239,,9.72418,Western Europe,north,5.977,878,30.669,1.0625,0.525,2.9625,4.55
201,Italy,ITA,2015,7.59,40247.82904,60578489,Europe,ITA,Europe,82.4233,24.72115,54.8563,0.00273,0.000115,7.14242,25.6,0.6,12.3,93,85,93,93,99.44225,38.479,,,6.70438,8.98803,60578.494,2.9,82.5439,0.3,36580,2,4.08169,,10.18911,Western Europe,north,5.977,878,30.669,1.0625,0.525,2.9625,4.55
202,Jamaica,JAM,2000,4.91,9344.534643,2654698,,JAM,Americas,72.61768,20.95569,173.4333,0.018605,0.000815,3.77089,25.5,2,6,,88,95,93,93.12331,,,6210,3.18738,5.76896,2654.701,19,74.142,2.8,6080,,4.98347,,,Latin America and Caribbean,north,5.51,732,4.879,1.025,1.2125,0.1125,2.35
203,Jamaica,JAM,2005,4.43,9918.047656,2740000,,JAM,Americas,73.2578,21.28608,163.8865,0.018935,0.00075,3.36237,26.2,1.9,8,99,84,99,99,93.07216,,,,2.29497,4.43783,2740.003,17.2,74.148,2.3,7060,,4.61642,,,Latin America and Caribbean,north,5.51,732,4.879,1.025,1.2125,0.1125,2.35
204,Jamaica,JAM,2010,4.38,9435.760842,2810464,,JAM,Americas,74.93878,21.84199,139.2474,0.01663,0.000705,3.37358,26.9,1.8,10,94,89,94,94,91.26319,,,7900,3.04106,5.00621,2810.46,15.7,74.038,2.1,7560,,6.3706,,,Latin America and Caribbean,north,5.51,732,4.879,1.025,1.2125,0.1125,2.35
205,Jamaica,JAM,2015,4.19,9473.106195,2891024,North America,JAM,Americas,75.79441,22.43035,132.5525,0.01653,0.00065,3.47844,27.6,1.8,12.5,91,91,91,91,90.46777,4.147,,,3.58034,5.65508,2891.021,13.7,74.098,1.9,8280,,5.45576,,,Latin America and Caribbean,north,5.51,732,4.879,1.025,1.2125,0.1125,2.35
206,Japan,JPN,2000,8.23,35611.80391,127524168,,JPN,Western Pacific,81.25787,24.29848,72.13989,0.00328,0.00031,7.9604,22.5,1.6,2.9,,96,98,85,98.4875,20.058,,26260,5.75152,7.15091,127524,3.3,81.0761,0.1,27220,,,,,Eastern Asia,noth,5.921,907,38.972,0.9625,2.525,0.2,3.6875
207,Japan,JPN,2005,7.99,37489.85337,128326115,,JPN,Western Pacific,82.09901,24.9532,67.52382,0.00274,0.00024,7.98037,22.6,1.6,3.1,,98,95,98,98.52771,,,31150,6.31541,7.78067,128326,2.8,81.92512,0.1,32350,,,,,Eastern Asia,noth,5.921,907,38.972,0.9625,2.525,0.2,3.6875
208,Japan,JPN,2010,7.2,37586.16715,128542349,,JPN,Western Pacific,83.00014,25.62293,61.35915,0.00237,0.000215,6.87978,22.7,1.7,3.3,,94,98,97,98.72875,22.059,,34830,7.50189,9.15677,128542,2.4,82.84268,0.1,35890,,,,12.34001,Eastern Asia,noth,5.921,907,38.972,0.9625,2.525,0.2,3.6875
209,Japan,JPN,2015,7.87,39777.53102,127985139,Asia,JPN,Western Pacific,83.96438,26.25389,52.57222,0.002035,0.0002,6.85121,22.7,1.9,3.3,,96,99,96,98.92979,,,,9.15286,10.88551,127985,2.1,83.7939,0.1,41950,,,,,Eastern Asia,noth,5.921,907,38.972,0.9625,2.525,0.2,3.6875
210,Jordan,JOR,2000,0.62,8741.72741,5122495,,JOR,Eastern Mediterranean,71.73052,18.04824,133.2413,0.02338,0.001175,0.46913,27.8,4.1,7.6,93,94,94,91,99.40183,18.692,,6180,4.33406,9.63494,5122.493,22.7,71.73,0.1,5810,,,,,Middle East and Northern Africa,north,5.303,735,4.088,0.075,0.2625,0.0125,0.35
211,Jordan,JOR,2005,0.66,10577.29139,5765639,,JOR,Eastern Mediterranean,72.3075,18.35871,126.6522,0.02204,0.000975,0.50975,28.2,3.9,9.3,95,95,95,95,99.23149,22.39,,8500,4.58263,8.86275,5765.635,19.9,72.595,0.1,7940,,,91.13075,,Middle East and Northern Africa,north,5.303,735,4.088,0.075,0.2625,0.0125,0.35
212,Jordan,JOR,2010,0.64,11315.5027,7261541,,JOR,Eastern Mediterranean,73.36688,18.75153,116.3903,0.017985,0.000755,0.48285,28.5,3.8,10.8,98,98,98,98,99.1341,22.326,,10950,5.59642,8.3893,7261.539,17.4,73.428,0.1,9120,0.1,,92.55104,9.7708,Middle East and Northern Africa,north,5.303,735,4.088,0.075,0.2625,0.0125,0.35
213,Jordan,JOR,2015,0.69,10145.8367,9266573,Asia,JOR,Eastern Mediterranean,74.14207,19.18091,111.4631,0.015085,0.000615,0.31993,28.9,3.9,12.5,99,94,99,99,99.00478,28.078,,,4.06538,7.59316,9266.575,15.2,74.078,0.1,8880,,,,,Middle East and Northern Africa,north,5.303,735,4.088,0.075,0.2625,0.0125,0.35
214,Kazakhstan,KAZ,2000,8.18,10275.76187,14922724,,KAZ,Europe,63.85257,15.86293,287.44,0.0434,0.001665,5.81,25.6,2.7,2.9,99,99,96,97,84.56442,32.804,,7170,2.11958,4.16031,14922.719,36.9,65.51707,0.1,7380,,3.25662,,,Central and Eastern Europe,north,5.919,797,7.715,1.55,3.075,0.15,4.775
